productcode,productprice
E-LAM8800,985
E-LAM8804,1049
E-LAM8806,1259
E-LAM8808,1575
E-LAM8810,2345
E-LAM9002,2299
E-LAM9003,3699
E-LAM9004,2599
E-LAM9005,3999
E-LAM9008,7325
E-LAM9010,1220
E-LAM9010-K,1499
E-LAM9012,2195
E-LAM9015,179
E-LAM9020,189
E-LAM9022,99
E-LAM9025,199.95
E-LAM9030,385
E-LAM9040,139
E-LAM9050,2795
E-LAM9052,2695
E-LAM9600,99
E-LAM9602,38.95
E-LETT3005,15.95
E-LETT3010,74
E-LETT3020,299
E-LETT3025,149
E-LETT3030,379
E-LETT3040,1400
E-LETT6060,1695
E-LETT6070,1895
E-LETT6080,3295
E-LETT8000,0
E-LETT8102,19.99
E-LETT9000,2150
E-LETT9005,2495
E-LETT9655,716
E-LETT9660,1895
E-LETT9670,2812
E-LETT9675,2969
E-LETT9680,2969
E-LETT9682,4225
E-LETT9684,5256
E-LETT9686,6589
E-NUMB1000,650
E-NUMB1002,775
E-NUMB1004,8399
E-NUMB1006,9089
E-NUMB1008,11450
E-NUMB1010,6950
E-PACK0002,11100
E-PACK0006,4230
E-PACK0008,3960
E-PACK0010,8240
E-PACK0012,7900
E-PACK0014,2475
E-PACK0016,2250
E-PACK0018,2250
E-PACK0020,1190
E-PACK0022,850
E-PACK0026,6125
E-PACK0027,2940
E-PACK0028,2750
E-PACK0030,4750
E-PACK0038,19750
E-PACK0040,6500
E-PACK0044,12900
E-PACK0046,9070
E-PACK0052,10250
E-PACK0054,10125
E-PACK11301,654
E-PACK11334,199
E-PACK11629,125
E-PACK11760,3885
E-PACK11837,91
E-PACK11908,115
E-PACK11909,123
E-PACK11910,115
E-PACK11911,48
E-PACK11912,55
E-PACK12185,100
E-PACK12593,3707
E-PACK12594,5892
E-PACK12595,3605
E-PACK12597,5555
E-PACK12889,100
E-PACK1314,790
E-PACK1315,6614
E-PACK1316,7139
E-PACK1317,7139
E-PACK1318,7712
E-PACK1342,104
E-PACK1343,113
E-PACK1344,270
E-PACK1345,278
E-PACK1346,282
E-PACK1347,109
E-PACK1349,109
E-PACK13638,1918
E-PACK13639,853
E-PACK13641,1995
E-PACK13642,3868
E-PACK13643,864
E-PACK13644,2942
E-PACK14448,86
E-PACK14549,36
E-PACK14550,41
E-PACK14551,57
E-PACK14555,38
E-PACK14557,69
E-PACK14558,52
E-PACK14559,50
E-PACK14560,100
E-PACK14669,1455
E-PACK14670,1597
E-PACK14671,1943
E-PACK14674,640
E-PACK14676,629
E-PACK14677,662.65
E-PACK14678,1597
E-PACK14679,1943
E-PACK14683,377
E-PACK14684,377
E-PACK14685,572
E-PACK14686,612
E-PACK14687,383
E-PACK14688,439
E-PACK14689,394
E-PACK14690,351
E-PACK14694,1898
E-PACK14696,415
E-PACK14697,358
E-PACK14702,394
E-PACK14704,1890
E-PACK14706,436
E-PACK14707,1051
E-PACK14708,525
E-PACK14709,2204
E-PACK14710,503
E-PACK14711,332
E-PACK14718,477
E-PACK14771,3523
E-PACK15229,1028
E-PACK15556,257
E-PACK15558,278
E-PACK15559,47
E-PACK15562,86
E-PACK15563,54
E-PACK15564,60
E-PACK15565,54
E-PACK15566,240
E-PACK15567,261
E-PACK15568,59
E-PACK15763,4216
E-PACK15764,4451
E-PACK15790,4189
E-PACK15793,6110
E-PACK15794,6416
E-PACK15795,10898
E-PACK15814,44
E-PACK15815,45
E-PACK15817,483
E-PACK16277,3023
E-PACK16279,3023
E-PACK16284,3327
E-PACK16286,3327
E-PACK16289,4231
E-PACK16291,4231
E-PACK16298,3317
E-PACK16300,3317
E-PACK16302,3527
E-PACK16304,3527
E-PACK16305,4430
E-PACK16307,4430
E-PADD1000,595
E-PADD2000,395
E-PADD2010,695
E-PADD3000,129
E-PADD3010,227
E-PRINT5000,17195
E-PUNC1020,17.5
E-PUNC105,24.95
E-PUNC1060,7.95
E-PUNC1070,25.46
E-PUNC1090,44.95
E-PUNC1100,4.95
E-PUNC1110,8.95
E-PUNC1130,51.95
E-PUNC1170,59.49
E-PUNC1190,110.53
E-PUNC1200,113.16
E-PUNC1210,54.49
E-PUNC1215,49.49
E-PUNC1220,44.49
E-PUNC1225,29.25
E-PUNC1235,62
E-PUNC1250,187.5
E-PUNC1255,10.64
E-PUNC1260,26.95
E-PUNC1265,44.49
E-PUNC1270,34
E-PUNC1275,54.49
E-PUNC1280,49.49
E-PUNC1285,47.5
E-PUNC2005,187.25
E-PUNC2006,103.93
E-PUNC2060,295.64
E-PUNC2122,159
E-PUNC3003,26.5
E-PUNC3005,34.95
E-PUNC3007,148.49
E-PUNC3009,154.95
E-PUNC6000,50
E-SAFE1000,17.95
E-SAFE1002,19.95
E-SAFE1004,59
E-SAFE1006,23.57
E-SAFE1008,26.49
E-SAFE1010,24.43
E-SAFE1012,23.49
E-SAFE1014,46.63
E-SAFE1016,65.75
E-SAFE1018,34.03
E-SAFE1020,36.09
E-SAFE1022,46.71
E-SAFE1024,78.94
E-SAFE1026,79.99
E-SAFE1028,219
E-SAFE1030,195
E-SAFE1032,229.03
E-SAFE1034,259
E-SAFE1036,289
E-SAFE1038,564
E-SAFE1040,389
E-SAFE1042,565
E-SAFE1044,188.4
E-SAFE1046,269
E-SAFE1048,238.8
E-SAFE1050,295
E-SAFE1052,379
E-SAFE1054,399
E-SAFE1056,525
E-SAFE1058,799
E-SAFE1060,999
E-SAFE1062,475.71
E-SAFE1064,579
E-SAFE1065,639
E-SAFE1066,939
E-SAFE1068,1369
E-SAFE1070,529
E-SAFE1072,0
E-SAFE1074,959
E-SAFE1076,1399
E-SAFE1078,66.43
E-SAFE1080,179
E-SAFE1082,93.6
E-SAFE1083,129
E-SAFE1084,108.09
E-SAFE1085,159.99
E-SAFE1086,83.14
E-SAFE1087,173.49
E-SAFE1088,99
E-SAFE1092,179
E-SAFE1094,179
E-SAFE1095,219
E-SAFE1096,479
E-SAFE1098,579
E-SAFE1099,695
E-SAFE1100,795
E-SAFE1101,759
E-SAFE1102,1195
E-SAFE1110,457.54
E-SAFE1112,695
E-SAFE1146,79.95
E-SAFE1147,89.95
E-SAFE1148,34.25
E-SAFE1149,38.95
E-SAFE1150,97
E-SAFE1151,59
E-SAFE1152,129
E-SAFE1153,129
E-SAFE1154,134
E-SAFE1155,154
E-SAFE1156,229
E-SAFE1157,239
E-SAFE1160,94
E-SAFE1162,89.95
E-SAFE1164,1000
E-SAFE1166,450
E-SAFE1172,124.5
E-SAFE1200,32
E-SAFE1202,34.95
E-SAFE1204,49.95
E-SAFE1206,94
E-SAFE1208,69.95
E-SAFE1210,139
E-SAFE1220,149
E-SAFE1222,179
E-SAFE1224,169
E-SAFE1226,199
E-SAFE1228,179.85
E-SAFE1230,209
E-SAFE1232,234
E-SAFE1234,259
E-SAFE1236,499
E-SAFE1238,189
E-SAFE1239,599
E-SAFE1240,219
E-SAFE1242,229
E-SAFE1243,849
E-SAFE1244,259
E-SAFE1246,539
E-SAFE1250,19.95
E-SAFE1251,21.75
E-SAFE1252,27.25
E-SAFE1253,31.95
E-SAFE1254,21
E-SAFE1256,49.95
E-SAFE1257,64.95
E-SAFE1258,29.95
E-SAFE1259,67.95
E-SAFE1260,16.95
E-SAFE1261,21.5
E-SAFE1262,24.95
E-SAFE1300,86.65
E-SAFE1302,0
E-SAFE1304,36.95
E-SAFE1400,74.95
E-SAFE1401,50
E-SAFE1402,81.75
E-SAFE1404,94.84
E-SAFE1406,190
E-SAFE1408,32.4
E-SAFE1410,58
E-SAFE1412,86
E-SAFE1414,123
E-SAFE1416,145
E-SAFE1418,266
E-SAFE1420,183
E-SAFE1422,271
E-SAFE1424,437
E-SAFE1426,42
E-SAFE1428,9.52
E-SAFE1430,71.25
E-SAFE1432,39.54
E-SAFE1434,35.84
E-SAFE1436,58.18
E-SAFE1438,29.4
E-SAFE1440,25.62
E-SAFE1442,16.84
E-SAFE1444,41.5
E-SAFE1446,18.55
E-SAFE1450,221.38
E-SAFE1600,301
E-SAFE16002,286
E-SAFE1602,266
E-SAFE16022,250
E-SAFE1604,334
E-SAFE16042,334
E-SAFE1606,296
E-SAFE16062,279
E-SAFE1608,334
E-SAFE1610,306
E-SAFE1612,599
E-SAFE1614,776
E-SAFE1616,939
E-SAFE1618,1211
E-SAFE1620,1529
E-SAFE1622,1759
E-SAFE1624,2168
E-SAFE1626,3499
E-SAFE1628,774
E-SAFE1630,818
E-SAFE1632,961
E-SAFE1634,1005
E-SAFE1636,1224
E-SAFE1638,1268
E-SAFE1640,1661
E-SAFE1642,1705
E-SAFE1644,1968
E-SAFE1646,2011
E-SAFE1648,2536
E-SAFE1650,2011
E-SAFE1652,549
E-SAFE1654,924
E-SAFE1656,1594
E-SAFE1658,150
E-SAFE1660,162
E-SAFE1662,191
E-SAFE1664,259
E-SAFE1666,436
E-SAFE1668,493
E-SAFE1670,461
E-SAFE1672,688
E-SAFE1674,656
E-SAFE1676,655
E-SAFE1678,900
E-SAFE1680,869
E-SAFE1682,900
E-SAFE1684,1038
E-SAFE1686,949
E-SAFE1688,918
E-SAFE1690,963
E-SAFE1692,931
E-SAFE1694,1243
E-SAFE1696,1180
E-SAFE1698,1205
E-SAFE1700,1174
E-SAFE1702,1149
E-SAFE1704,1118
E-SAFE1706,1236
E-SAFE1708,1149
E-SAFE1710,1180
E-SAFE1712,1149
E-SAFE1714,338
E-SAFE1716,375
E-SAFE1718,481
E-SAFE1720,555
E-SAFE1722,524
E-SAFE1724,630
E-SAFE1726,599
E-SAFE1728,406
E-SAFE1730,453
E-SAFE1732,421
E-SAFE1734,510
E-SAFE1736,479
E-SAFE1738,943
E-SAFE1740,911
E-SAFE1742,479
E-SAFE1744,530
E-SAFE1746,724
E-SAFE1748,218
E-SAFE1750,99
E-SAFE1752,102
E-SAFE1754,103
E-SAFE1756,161
E-SAFE1758,191
E-SAFE1760,1098
E-SAFE1762,1524
E-SAFE1764,2060
E-SAFE1766,3899
E-SAFE1768,1116
E-SAFE1770,1486
E-SAFE1772,2129
E-SAFE2000,2195
E-SAFE2001,2025
E-SAFE2002,1995
E-SAFE2002-S,1699
E-SAFE2003,2095
E-SAFE2004,3420
E-SAFE2005,2199
E-SAFE2006,2345
E-SAFE2007,2495
E-SAFE2007-S,1249
E-SAFE2008,1359
E-SAFE2009,1995
E-SAFE2009-S,1139
E-SAFE2010,2195
E-SAFE2011,2195
E-SAFE2011-S,1395
E-SAFE2012,1785
E-SAFE2012-S,849
E-SAFE2013,869
E-SAFE2014,1429
E-SAFE2015,1179
E-SAFE2016,1595
E-SAFE2017,549.85
E-SAFE2018,3350
E-SAFE2019,499
E-SAFE2020,1349
E-SAFE2021,1225
E-SAFE2022,1604
E-SAFE2024,1149
E-SAFE2025,1480
E-SAFE2026,1725
E-SAFE2026-S,849
E-SAFE2027,699
E-SAFE2028,699
E-SAFE2029,469
E-SAFE2030,755
E-SAFE2031,499
E-SAFE2032,595
E-SAFE2033,439
E-SAFE2034,1350
E-SAFE2036,1055
E-SAFE2037,1055
E-SAFE2037-B,1390
E-SAFE2038,1025
E-SAFE2039,1025
E-SAFE2040,575
E-SAFE2041,399
E-SAFE2042,765
E-SAFE2043,499
E-SAFE2044,765
E-SAFE2045,499
E-SAFE2046,389
E-SAFE2048,449
E-SAFE2050,349
E-SAFE2050-B,349
E-SAFE2052,499
E-SAFE2052-B,499
E-SAFE2053,839
E-SAFE2054,229
E-SAFE2054-B,229
E-SAFE2055,299
E-SAFE2056,185
E-SAFE2056-B,185
E-SAFE2057,199
E-SAFE2058,189
E-SAFE2058-B,189
E-SAFE2060,169
E-SAFE2060-B,169
E-SAFE2062,103
E-SAFE2062-B,103
E-SAFE2064,86
E-SAFE2064-B,86
E-SAFE2065,199
E-SAFE2066,1149
E-SAFE2068,1089
E-SAFE2070,499
E-SAFE2072,779
E-SAFE2074,695
E-SAFE2076,399
E-SAFE2080,475
E-SAFE2082,375
E-SAFE2083,149
E-SAFE2084,359
E-SAFE2085,89.75
E-SAFE2085-B,165
E-SAFE2086,89.75
E-SAFE2087,84.1
E-SAFE2087-B,139.85
E-SAFE2088,84.95
E-SAFE2089,66.83
E-SAFE2090,105
E-SAFE2091,89
E-SAFE2091-2,89
E-SAFE2092,124
E-SAFE2093,119
E-SAFE2094,89
E-SAFE2095,89
E-SAFE2096,119
E-SAFE2097,83.7
E-SAFE2097-RTX,99
E-SAFE2099,199
E-SAFE2100,127.95
E-SAFE2101,127.95
E-SAFE2102,89
E-SAFE2103,68.75
E-SAFE2104,49.95
E-SAFE2105,56.75
E-SAFE2106-B,49
E-SAFE2111,199
E-SAFE2112,2225
E-SAFE2114,2395
E-SAFE2116,2750
E-SAFE2118,2300
E-SAFE2120,2585
E-SAFE2122,3095
E-SAFE2124,139
E-SAFE2126,71.95
E-SAFE2128,56.75
E-SAFE2134,2295
E-SAFE2136,2195
E-SAFE2138,1760
E-SAFE2138-S,1275
E-SAFE2140,1995
E-SAFE2142,1795
E-SAFE2144,1695
E-SAFE2155,599
E-SAFE2156,459
E-SAFE2157,22.49
E-SAFE2158,24.95
E-SAFE2159,53.5
E-SAFE2160,98
E-SAFE2160-15,99
E-SAFE2161,154
E-SAFE2161-15,154
E-SAFE2162,99
E-SAFE2162-15,119
E-SAFE2163,139
E-SAFE2164,149
E-SAFE2165,79
E-SAFE2166,145
E-SAFE2167,695
E-SAFE2168,670
E-SAFE2169,139
E-SAFE2170,475
E-SAFE2171,129
E-SAFE2172,559
E-SAFE2173,98.99
E-SAFE2174,699
E-SAFE2175,129
E-SAFE2176,1719
E-SAFE2177,64.95
E-SAFE2178,649
E-SAFE2180,629
E-SAFE2182,659
E-SAFE2184,899
E-SAFE2186,1529
E-SAFE2188,1199
E-SAFE2190,1299
E-SAFE2192,1269
E-SAFE2194,1779
E-SAFE2196,1739
E-SAFE2202,1449
E-SAFE2204,1529
E-SAFE2206,2189
E-SAFE2208,1499
E-SAFE2210,1420
E-SAFE2212,2439
E-SAFE2218,1699
E-SAFE2220,1749
E-SAFE2222,1329
E-SAFE2224,319
E-SAFE2230,1499
E-SAFE2231,849
E-SAFE2246,889
E-SAFE2248,899
E-SAFE2250,1049
E-SAFE2252,1059
E-SAFE2254,1249
E-SAFE2256,1299
E-SAFE2258,1599
E-SAFE2260,1599
E-SAFE2270,939
E-SAFE2272,749
E-SAFE3000,39.75
E-SAFE3002,61.99
E-SAFE3004,87.95
E-SAFE3006,297.5
E-SAFE3008,988
E-SAFE3009,988
E-SAFE3010,479.99
E-SAFE3012,0
E-SAFE3014,1123.5
E-SAFE3015,1123.5
E-SAFE3016,1227
E-SAFE3017,1227
E-SAFE3018,1445
E-SAFE3020,184.75
E-SAFE3022,275.99
E-SAFE3024,309.99
E-SAFE3025,989
E-SAFE3026,729
E-SAFE3027,999
E-SAFE3028,829
E-SAFE3029,1069
E-SAFE3030,1149
E-SAFE3032,882
E-SAFE3033,329
E-SAFE3034,256.5
E-SAFE3035,499.85
E-SAFE3036,330
E-SAFE3037,549
E-SAFE3038,479
E-SAFE3040,399
E-SAFE3042,449
E-SAFE3044,79
E-SAFE3045,89
E-SAFE3046,183
E-SAFE3048,97
E-SAFE3050,172.5
E-SAFE3051,140
E-SAFE3052,139
E-SAFE3054,169
E-SAFE3055,69
E-SAFE3056,499
E-SAFE3058,599
E-SAFE3060,1170
E-SAFE3061,1170
E-SAFE3062,354.99
E-SAFE3063,415.8
E-SAFE3064,789.5
E-SAFE3065,789.5
E-SAFE3066,828.99
E-SAFE3067,828.99
E-SAFE3068,902.5
E-SAFE3069,902.5
E-SAFE3070,69
E-SAFE3070-RX,69
E-SAFE3071,69
E-SAFE3072,84
E-SAFE3074,109
E-SAFE3076,129
E-SAFE3078,139
E-SAFE3080,319.95
E-SAFE3081,369.85
E-SAFE3082,265
E-SAFE3084,165
E-SAFE3086,765
E-SAFE3088,950
E-SAFE3090,114
E-SAFE3096,49
E-SAFE3100,199
E-SAFE3102,229
E-SAFE3104,356
E-SAFE3108,620
E-SAFE3110,709.5
E-SAFE3112,715
E-SAFE3114,740
E-SAFE3116,740
E-SAFE3118,841
E-SAFE3120,1049
E-SAFE3122,1182.5
E-SAFE3124,880
E-SAFE3126,830
E-SAFE3128,810
E-SAFE3130,840
E-SAFE3131,1014
E-SAFE3132,1050
E-SAFE3133,1046
E-SAFE3134,1188
E-SAFE3136,1364
E-SAFE3138,1274
E-SAFE3140,1535
E-SAFE3142,1727
E-SAFE3144,1120
E-SAFE3146,1145
E-SAFE3148,1275
E-SAFE3150,1297
E-SAFE3152,1557
E-SAFE3154,1597
E-SAFE3156,389
E-SAFE3158,399
E-SAFE3160,449
E-SAFE3162,99
E-SAFE3164,119
E-SAFE3170,24.95
E-SAFE3172,29
E-SAFE3174,34.75
E-SAFE3176,49.85
E-SAFE3178,24.95
E-SAFE3180,34.25
E-SAFE3182,39.95
E-SAFE3184,6599
E-SAFE3186,10493
E-SAFE3188,10699
E-SAFE3189,29.95
E-SAFE3190,29.95
E-SAFE3192,39.85
E-SAFE3194,72.5
E-SAFE3196,139
E-SAFE3198,109
E-SAFE3200,1199
E-SAFE3201,1659
E-SAFE3202,1799
E-SAFE3203,1299
E-SAFE3204,1699
E-SAFE3205,1849
E-SAFE3206,969
E-SAFE3207,1569
E-SAFE3208,989
E-SAFE3209,1599
E-SAFE3210,1049
E-SAFE3211,1449
E-SAFE3212,1499
E-SAFE3213,1049
E-SAFE3214,1529
E-SAFE3215,1579
E-SAFE3216,1099
E-SAFE3217,1499
E-SAFE3218,1579
E-SAFE3219,1099
E-SAFE3220,1549
E-SAFE3221,1569
E-SAFE3222,2907
E-SAFE3223,4108
E-SAFE3224,1995
E-SAFE3225,3006
E-SAFE3226,4213
E-SAFE3227,2049
E-SAFE3228,845
E-SAFE3229,1299
E-SAFE3230,899
E-SAFE3231,1379
E-SAFE3232,879
E-SAFE3233,1329
E-SAFE3234,939
E-SAFE3235,1399
E-SAFE3236,1049
E-SAFE3237,1815
E-SAFE3238,1931
E-SAFE3239,2345
E-SAFE3240,3411
E-SAFE3241,2623
E-SAFE3242,3640
E-SAFE3243,4715
E-SAFE3244,1831
E-SAFE3245,1849
E-SAFE3246,2599
E-SAFE3247,2899
E-SAFE3248,1899
E-SAFE3249,2699
E-SAFE3250,2999
E-SAFE3251,1699
E-SAFE3252,2249
E-SAFE3253,2499
E-SAFE3254,1879
E-SAFE3255,2299
E-SAFE3256,2675
E-SAFE3257,1539
E-SAFE3258,2079
E-SAFE3259,2279
E-SAFE3260,0
E-SAFE3261,1466
E-SAFE3262,0
E-SAFE3263,0
E-SAFE3264,2223
E-SAFE3265,0
E-SAFE3266,0
E-SAFE3267,0
E-SAFE3268,0
E-SAFE3269,0
E-SAFE3270,0
E-SAFE3271,0
E-SAFE3272,0
E-SAFE3273,0
E-SAFE3274,0
E-SAFE3275,0
E-SAFE3276,0
E-SAFE3277,0
E-SAFE3278,0
E-SAFE3279,0
E-SAFE3280,1839
E-SAFE3281,0
E-SAFE3282,0
E-SAFE3283,0
E-SAFE3284,0
E-SAFE3285,2729
E-SAFE3286,2469
E-SAFE3287,2729
E-SAFE3288,0
E-SAFE3289,2898
E-SAFE3290,2876
E-SAFE3291,3346
E-SAFE3292,3320
E-SAFE3293,3909
E-SAFE3294,7911
E-SAFE3295,4580
E-SAFE3296,4599
E-SAFE3297,5669
E-SAFE3298,4199
E-SAFE3299,11681
E-SAFE3300,7249
E-SAFE3301,255
E-SAFE3310,507.85
E-SAFE3315,729
E-SAFE3320,649
E-SAFE3322,599
E-SAFE3324,901
E-SAFE3326,199
E-SAFE3328,235
E-SAFE3330,259
E-SAFE3332,299
E-SAFE3334,1077
E-SAFE3336,119
E-SAFE3338,1045
E-SAFE3339,1035
E-SAFE3340,1550
E-SAFE3341,1508.75
E-SAFE3342,1293.75
E-SAFE3343,1248.75
E-SAFE3344,1856.25
E-SAFE3345,1812.5
E-SAFE3346,1901.25
E-SAFE3347,1838.75
E-SAFE3348,1990
E-SAFE3349,2176.25
E-SAFE3350,2953.75
E-SAFE3351,3166.25
E-SAFE3352,2182.5
E-SAFE3353,2288.75
E-SAFE3354,3442.5
E-SAFE3355,3523.75
E-SAFE3356,4977.5
E-SAFE3357,5241.25
E-SAFE3358,6358.75
E-SAFE3359,5661.25
E-SAFE3360,6105
E-SAFE3361,7155
E-SAFE3362,4508.75
E-SAFE3363,5025
E-SAFE3364,549.05
E-SAFE3365,549.05
E-SAFE3366,826
E-SAFE3367,826
E-SAFE3368,375.54
E-SAFE3369,322.21
E-SAFE3370,507.85
E-SAFE3371,379.5
E-SAFE3372,431.01
E-SAFE3373,464.19
E-SAFE3374,64.91
E-SAFE3375,79.84
E-SAFE3376,103.18
E-SAFE3377,25.74
E-SAFE3378,28.23
E-SAFE3379,33.64
E-SAFE3380,23.86
E-SAFE3381,32.53
E-SAFE3382,50.35
E-SAFE3383,201.8875
E-SAFE3400,99.95
E-SAFE3401,114.05
E-SAFE3402,249
E-SAFE3403,134.95
E-SAFE3404,149.5
E-SAFE3405,289
E-SAFE3406,99.85
E-SAFE3407,199
E-SAFE3408,29.95
E-SAFE3409,34.95
E-SAFE3410,28.99
E-SAFE3412,129
E-SAFE3413,249
E-SAFE3414,149
E-SAFE3415,219.85
E-SAFE3416,159
E-SAFE3417,229
E-SAFE3418,514.99
E-SAFE3420,617.99
E-SAFE3500,44.95
E-SAFE3510,105
E-SAFE3600,59
E-SAFE3601,26.5
E-SAFE3602,69.75
E-SAFE3603,67.49
E-SAFE3604,78.69
E-SAFE3605,88.99
E-SAFE3700,41.35
E-SAFE3702,26.16
E-SAFE3704,62.41
E-SAFE3706,73.27
E-SAFE3708,89.84
E-SAFE3710,120
E-SAFE3712,167.24
E-SAFE4200,0
E-SAFE4202,738.75
E-SAFE4204,873.75
E-SAFE4206,941.25
E-SAFE4208,1346.25
E-SAFE4210,1507.5
E-SAFE4212,1833.75
E-SAFE4214,2156.25
E-SAFE4216,2321.25
E-SAFE4218,2606.25
E-SAFE4220,1316.25
E-SAFE4222,1473.75
E-SAFE4224,1916.25
E-SAFE4226,993.75
E-SAFE4228,1395
E-SAFE4230,228.75
E-SAFE4232,288.75
E-SAFE4234,228.75
E-SAFE4236,288.75
E-SAFE4238,255
E-SAFE4240,326.25
E-SAFE4242,255
E-SAFE4244,326.25
E-SAFE4246,821.25
E-SAFE4248,1170
E-SAFE4250,1421.25
E-SAFE4252,0
E-SAFE4254,341.25
E-SAFE4256,367.5
E-SAFE4258,427.5
E-SAFE4260,806.25
E-SAFE4262,1016.25
E-SAFE4264,1758.75
E-SAFE4266,1946.25
E-SAFE4268,0
E-SAFE4270,0
E-SAFE4272,0
E-SAFE4274,0
E-SAFE4276,1376.25
E-SAFE4278,1413.75
E-SAFE4280,1395
E-SAFE4282,1395
E-SAFE4284,708.75
E-SAFE4286,731.25
E-SAFE4288,933.75
E-SAFE4290,993.75
E-SAFE4292,0
E-SAFE4294,0
E-SAFE4296,0
E-SAFE4298,1312.5
E-SAFE4300,956.25
E-SAFE4302,993.75
E-SAFE4304,1346.25
E-SAFE4306,1395
E-SAFE4308,1376.25
E-SAFE4310,1376.25
E-SAFE4312,712.5
E-SAFE4314,705
E-SAFE4316,1218.75
E-SAFE4317,1181.25
E-SAFE4318,1473.75
E-SAFE4320,1781.25
E-SAFE4322,1455
E-SAFE4324,1455
E-SAFE4326,1402.5
E-SAFE4328,1770
E-SAFE4330,618.75
E-SAFE4332,671.25
E-SAFE4334,971.25
E-SAFE4336,363.75
E-SAFE4338,412.5
E-SAFE4340,281.25
E-SAFE4342,303.75
E-SAFE4344,281.25
E-SAFE4346,341.25
E-SAFE4348,322.5
E-SAFE4350,386.25
E-SAFE4352,506.25
E-SAFE4354,708.75
E-SAFE4356,873.75
E-SAFE4358,1023.75
E-SAFE4360,1443.75
E-SAFE4362,1518.75
E-SAFE4363,1871.25
E-SAFE4364,0
E-SAFE4366,345
E-SAFE4368,0
E-SAFE4370,393.75
E-SAFE4372,247.5
E-SAFE4374,285
E-SAFE4376,262.5
E-SAFE4378,303.75
E-SAFE4379,232.5
E-SAFE4380,341.25
E-SAFE4381,401.25
E-SAFE4382,341.25
E-SAFE4383,401.25
E-SAFE4384,367.5
E-SAFE4385,438.75
E-SAFE4386,367.5
E-SAFE4387,438.75
E-SAFE4388,179.25
E-SAFE4389,888.75
E-SAFE4390,708.75
E-SAFE4391,1237.5
E-SAFE4392,1612.5
E-SAFE4393,0
E-SAFE4394,1237.5
E-SAFE4395,1368.75
E-SAFE4396,1968.75
E-SAFE4397,2418.75
E-SAFE4398,2906.25
E-SAFE4399,3131.25
E-SAFE4400,3337.5
E-SAFE4401,0
E-SAFE4402,4256.25
E-SAFE4403,2737.5
E-SAFE4404,3330
E-SAFE4405,4335
E-SAFE4406,5231.25
E-SAFE4407,5756.25
E-SAFE4408,3449.25
E-SAFE4409,3971.25
E-SAFE4410,4668.75
E-SAFE4411,5606.25
E-SAFE4412,6243.75
E-SAFE4413,9356.25
E-SAFE4414,5096.25
E-SAFE4415,6693.75
E-SAFE4416,8212.5
E-SAFE4417,9918.75
E-SAFE4418,14437.5
E-SAFE4420,892.5
E-SAFE4421,896.25
E-SAFE4422,798.75
E-SAFE4423,348.75
E-SAFE4424,390
E-SAFE4425,476.25
E-SAFE4426,506.25
E-SAFE4427,855
E-SAFE4428,1361.25
E-SAFE4429,1762.5
E-SAFE5000,0
E-SAFE5002,0
E-SAFE5004,0
E-SAFE5006,0
E-SAFE5007,199
E-SAFE5008,0
E-SAFE5009,199
E-SAFE5010,0
E-SAFE5012,0
E-SAFE5012-BD,0
E-SAFE5012-LS,612
E-SAFE5014,0
E-SAFE5015,90
E-SAFE5016,0
E-SAFE5017,0
E-SAFE5018,0
E-SAFE5019,1656
E-SAFE5020,0
E-SAFE5022,0
E-SAFE5024,0
E-SAFE5026,0
E-SAFE5028,0
E-SAFE5029,176.5
E-SAFE5030,85
E-SAFE5031,96.25
E-SAFE5032,101
E-SAFE5033,174.5
E-SAFE5034,101
E-SAFE5035,180
E-SAFE5036,117
E-SAFE5037,197.5
E-SAFE5038,92
E-SAFE5040,258.75
E-SAFE5042,0
E-SAFE5044,156.5
E-SAFE5046,275.5
E-SAFE5048,190.25
E-SAFE5049,258.25
E-SAFE5050,0
E-SAFE5051,345
E-SAFE5052,0
E-SAFE5053,241.25
E-SAFE5054,0
E-SAFE5056,0
E-SAFE5058,0
E-SAFE5060,0
E-SAFE5062,0
E-SAFE5064,0
E-SAFE5066,0
E-SAFE5068,0
E-SAFE5070,0
E-SAFE5071,0
E-SAFE5072,0
E-SAFE5074,0
E-SAFE5076,0
E-SAFE5078,0
E-SAFE5080,0
E-SAFE5082,0
E-SAFE5084,0
E-SAFE5086,0
E-SAFE5088,0
E-SAFE5090,0
E-SAFE5091,170
E-SAFE5092,114
E-SAFE5093,126.75
E-SAFE5094,146.75
E-SAFE5096,264.5
E-SAFE5097,678.5
E-SAFE5098,680
E-SAFE5099,0
E-SAFE5100,167.5
E-SAFE5200,147.95
E-SAFE5201,98.95
E-SAFE5202,86.95
E-SAFE5203,1079
E-SAFE5204,1165
E-SAFE5205,1795
E-SAFE5206,1579
E-SAFE5207,150.95
E-SAFE5208,122.5
E-SAFE5209,900
E-SAFE5210,1642.5
E-SAFE5211,1009
E-SAFE5212,1209
E-SAFE5213,1355
E-SAFE5214,1689
E-SAFE5215,1809
E-SAFE5216,2859
E-SAFE5217,395
E-SAFE5218,445
E-SAFE5219,455
E-SAFE5220,955
E-SAFE5221,859
E-SAFE5222,445
E-SAFE5223,685
E-SAFE5224,729
E-SAFE5225,819
E-SAFE5225-CAMO,1177.43
E-SAFE5228,433
E-SAFE5229,676
E-SAFE5230,862
E-SAFE5231,978
